audio_down_id,time,label,unnature,sharpdecline
exp2_opus_70_472120,59.015,0,,
exp2_opus_70_474600,59.325,0,,
exp2_opus_70_481720,60.215,0,,
exp2_opus_70_483320,60.415,0,,
exp2_opus_70_484120,60.515,0,,
exp2_opus_70_487320,60.915,0,,
exp2_opus_70_487640,60.955,0,,
exp2_opus_70_497240,62.155,0,,
exp2_opus_70_499800,62.475,0,,
exp2_opus_70_504600,63.075,0,,
exp2_opus_70_505640,63.205,0,,
exp2_opus_70_507160,63.395,0,,
exp2_opus_70_507560,63.445,0,,
exp2_opus_70_508040,63.505,0,,
exp2_opus_70_508520,63.565,0,,
exp2_opus_70_509320,63.665,0,,
exp2_opus_70_510920,63.865,0,,
exp2_opus_70_516360,64.545,0,,
exp2_opus_70_521720,65.215,0,,
exp2_opus_70_523480,65.435,0,,
exp2_opus_70_526280,65.785,0,,
exp2_opus_70_528760,66.095,0,,
exp2_opus_70_532440,66.555,0,,
exp2_opus_70_537080,67.135,0,,
exp2_opus_70_538280,67.285,0,,
exp2_opus_70_539240,67.405,0,,
exp2_opus_70_541560,67.695,0,,
exp2_opus_70_541960,67.745,0,,
exp2_opus_70_543800,67.975,0,,
exp2_opus_70_551800,68.975,0,,
exp2_opus_70_554520,69.315,0,,
exp2_opus_70_564600,70.575,0,,
exp2_opus_70_566920,70.865,0,,
exp2_opus_70_571880,71.485,0,,
exp2_opus_70_584040,73.005,0,,
exp2_opus_70_585320,73.165,0,,
exp2_opus_70_585960,73.245,0,,
exp2_opus_70_587800,73.475,0,,
exp2_opus_70_589000,73.625,0,,
exp2_opus_70_591800,73.975,0,,
exp2_opus_70_594520,74.315,0,,
exp2_opus_70_594840,74.355,0,,
exp2_opus_70_595080,74.385,0,,
exp2_opus_70_596680,74.585,0,,
exp2_opus_70_600520,75.065,0,,
exp2_opus_70_602520,75.315,1,,1
exp2_opus_70_603720,75.465,1,,1
exp2_opus_70_607560,75.945,0,,
exp2_opus_70_612840,76.605,0,,
exp2_opus_70_619240,77.405,0,,
exp2_opus_70_621000,77.625,0,,
exp2_opus_70_622440,77.805,0,,
exp2_opus_70_628280,78.535,0,,
exp2_opus_70_632360,79.045,0,,
exp2_opus_70_635160,79.395,0,,
exp2_opus_70_635560,79.445,0,,
exp2_opus_70_637160,79.645,0,,
exp2_opus_70_640920,80.115,0,,
exp2_opus_70_641960,80.245,0,,
exp2_opus_70_649960,81.245,0,,
exp2_opus_70_653560,81.695,0,,
exp2_opus_70_656120,82.015,0,,
exp2_opus_70_658920,82.365,0,,
exp2_opus_70_665160,83.145,0,,
exp2_opus_70_669640,83.705,0,,
exp2_opus_70_674840,84.355,0,,
exp2_opus_70_677160,84.645,0,,
exp2_opus_70_678920,84.865,0,,
exp2_opus_70_680200,85.025,0,,
exp2_opus_70_683560,85.445,0,,
exp2_opus_70_688200,86.025,0,,
exp2_opus_70_691400,86.425,0,,
exp2_opus_70_692680,86.585,0,,
exp2_opus_70_694520,86.815,0,,
exp2_opus_70_697880,87.235,0,,
exp2_opus_70_702200,87.775,0,,
exp2_opus_70_709640,88.705,0,,
exp2_opus_70_715320,89.415,0,,
exp2_opus_70_717800,89.725,0,,
exp2_opus_70_719320,89.915,0,,
exp2_opus_70_726120,90.765,0,,
exp2_opus_70_727080,90.885,0,,
exp2_opus_70_730040,91.255,0,,
exp2_opus_70_730360,91.295,0,,
exp2_opus_70_738600,92.325,0,,
exp2_opus_70_740200,92.525,1,,1
exp2_plc_0_new_22200,2.775,0,,
exp2_plc_0_new_23960,2.995,0,,
exp2_plc_0_new_27000,3.375,0,,
exp2_plc_0_new_30920,3.865,1,1,
exp2_plc_0_new_34120,4.265,1,1,
exp2_plc_0_new_34280,4.285,1,1,
exp2_plc_0_new_39320,4.915,1,,1
exp2_plc_0_new_46040,5.755,0,,
exp2_plc_0_new_59880,7.485,0,,
exp2_plc_0_new_69880,8.735,0,,
exp2_plc_0_new_76280,9.535,0,,
exp2_plc_0_new_83480,10.435,0,,
exp2_plc_0_new_87240,10.905,0,,
exp2_plc_0_new_103560,12.945,0,,
exp2_plc_0_new_116840,14.605,0,,
exp2_plc_0_new_129000,16.125,0,,
exp2_plc_0_new_132760,16.595,0,,
exp2_plc_0_new_135320,16.915,0,,
exp2_plc_0_new_145880,18.235,0,,
exp2_plc_0_new_159800,19.975,0,,
exp2_plc_0_new_160280,20.035,0,,
exp2_plc_0_new_164680,20.585,0,,
exp2_plc_0_new_175960,21.995,0,,
exp2_plc_0_new_186520,23.315,0,,
exp2_plc_0_new_189960,23.745,0,,
exp2_plc_0_new_204680,25.585,0,,
exp2_plc_0_new_204920,25.615,0,,
exp2_plc_0_new_220600,27.575,0,,
exp2_plc_0_new_222520,27.815,0,,
exp2_plc_0_new_224680,28.085,0,,
exp2_plc_0_new_227640,28.455,0,,
exp2_plc_0_new_227880,28.485,0,,
exp2_plc_0_new_231240,28.905,0,,
exp2_plc_0_new_233160,29.145,0,,
exp2_plc_0_new_235480,29.435,0,,
exp2_plc_0_new_237400,29.675,0,,
exp2_plc_0_new_262040,32.755,0,,
exp2_plc_0_new_267800,33.475,0,,
exp2_plc_0_new_275320,34.415,0,,
exp2_plc_0_new_284440,35.555,0,,
exp2_plc_0_new_288680,36.085,0,,
exp2_plc_0_new_305320,38.165,0,,
exp2_plc_0_new_316680,39.585,0,,
exp2_plc_0_new_316840,39.605,0,,
exp2_plc_0_new_327960,40.995,0,,
exp2_plc_0_new_331560,41.445,0,,
exp2_plc_0_new_334120,41.765,0,,
exp2_plc_0_new_344600,43.075,0,,
exp2_plc_0_new_361000,45.125,0,,
exp2_plc_0_new_371960,46.495,0,,
exp2_plc_0_new_372120,46.515,0,,
exp2_plc_0_new_373880,46.735,1,,1
exp2_plc_0_new_389320,48.665,0,,
exp2_plc_0_new_391160,48.895,0,,
exp2_plc_0_new_393080,49.135,0,,
exp2_plc_0_new_393320,49.165,0,,
exp2_plc_0_new_396040,49.505,0,,
exp2_plc_0_new_401560,50.195,0,,
exp2_plc_0_new_403640,50.455,0,,
exp2_plc_0_new_405560,50.695,0,,
exp2_plc_0_new_409000,51.125,0,,
exp2_plc_0_new_409400,51.175,0,,
exp2_plc_0_new_411720,51.465,0,,
exp2_plc_0_new_417560,52.195,0,,
exp2_plc_0_new_418040,52.255,0,,
exp2_plc_0_new_418520,52.315,0,,
exp2_plc_0_new_419640,52.455,0,,
exp2_plc_0_new_433400,54.175,0,,
exp2_plc_0_new_442680,55.335,1,1,
exp2_plc_0_new_456200,57.025,0,,
exp2_plc_0_new_456680,57.085,0,,
exp2_plc_0_new_461160,57.645,0,,
exp2_plc_0_new_461560,57.695,0,,
exp2_plc_0_new_461960,57.745,0,,
exp2_plc_0_new_468200,58.525,0,,
exp2_plc_0_new_479800,59.975,0,,
exp2_plc_0_new_493000,61.625,0,,
exp2_plc_0_new_502920,62.865,0,,
exp2_plc_0_new_505480,63.185,0,,
exp2_plc_0_new_512760,64.095,0,,
exp2_plc_0_new_513160,64.145,0,,
exp2_plc_0_new_524200,65.525,0,,
exp2_plc_0_new_524360,65.545,0,,
exp2_plc_0_new_538280,67.285,0,,
exp2_plc_0_new_539800,67.475,0,,
exp2_plc_0_new_547560,68.445,0,,
exp2_plc_0_new_555480,69.435,0,,
exp2_plc_0_new_556680,69.585,0,,
exp2_plc_0_new_560520,70.065,0,,
exp2_plc_0_new_575320,71.915,0,,
exp2_plc_0_new_589960,73.745,0,,
exp2_plc_0_new_592040,74.005,0,,
exp2_plc_0_new_593800,74.225,0,,
exp2_plc_0_new_596920,74.615,0,,
exp2_plc_0_new_602440,75.305,0,,
exp2_plc_0_new_604520,75.565,0,,
exp2_plc_0_new_607080,75.885,0,,
exp2_plc_0_new_618600,77.325,0,,
exp2_plc_0_new_632520,79.065,0,,
exp2_plc_0_new_638120,79.765,0,,
exp2_plc_0_new_645480,80.685,0,,
exp2_plc_0_new_654120,81.765,1,,1
exp2_plc_0_new_654520,81.815,1,,1
exp2_plc_0_new_659400,82.425,0,,
exp2_plc_0_new_677640,84.705,0,,
exp2_plc_0_new_688360,86.045,0,,
exp2_plc_0_new_699720,87.465,0,,
exp2_plc_0_new_703080,87.885,0,,
exp2_plc_0_new_705640,88.205,0,,
exp2_plc_0_new_715800,89.475,0,,
exp2_plc_0_new_721480,90.185,1,,1
exp2_plc_0_old_29720,3.715,0,,
exp2_plc_0_old_31400,3.925,0,,
exp2_plc_0_old_34520,4.315,0,,
exp2_plc_0_old_38120,4.765,1,,1
exp2_plc_0_old_51960,6.495,0,,
exp2_plc_0_old_53560,6.695,0,,
exp2_plc_0_old_58920,7.365,0,,
exp2_plc_0_old_71800,8.975,0,,
exp2_plc_0_old_76120,9.515,1,,1
exp2_plc_0_old_80600,10.075,0,,
exp2_plc_0_old_89320,11.165,0,,
exp2_plc_0_old_89880,11.235,0,,
exp2_plc_0_old_100280,12.535,0,,
exp2_plc_0_old_104440,13.055,0,,
exp2_plc_0_old_120920,15.115,0,,
exp2_plc_0_old_134280,16.785,0,,
exp2_plc_0_old_143400,17.925,0,,
exp2_plc_0_old_145720,18.215,0,,
exp2_plc_0_old_149400,18.675,0,,
exp2_plc_0_old_152040,19.005,0,,
exp2_plc_0_old_162680,20.335,0,,
exp2_plc_0_old_178040,22.255,0,,
exp2_plc_0_old_178280,22.285,0,,
exp2_plc_0_old_179880,22.485,0,,
exp2_plc_0_old_188280,23.535,0,,
exp2_plc_0_old_196600,24.575,0,,
exp2_plc_0_old_200040,25.005,0,,
exp2_plc_0_old_214520,26.815,0,,
exp2_plc_0_old_230280,28.785,0,,
exp2_plc_0_old_232200,29.025,0,,
exp2_plc_0_old_232520,29.065,0,,
exp2_plc_0_old_235160,29.395,0,,
exp2_plc_0_old_238600,29.825,0,,
exp2_plc_0_old_240440,30.055,0,,
exp2_plc_0_old_242600,30.325,0,,
exp2_plc_0_old_244280,30.535,0,,
exp2_plc_0_old_252760,31.595,0,,
exp2_plc_0_old_253160,31.645,0,,
exp2_plc_0_old_253640,31.705,0,,
exp2_plc_0_old_254120,31.765,0,,
exp2_plc_0_old_254520,31.815,0,,
exp2_plc_0_old_255000,31.875,0,,
exp2_plc_0_old_271000,33.875,0,,
exp2_plc_0_old_277080,34.635,0,,
exp2_plc_0_old_285880,35.735,0,,
exp2_plc_0_old_296840,37.105,0,,
exp2_plc_0_old_301080,37.635,0,,
exp2_plc_0_old_317640,39.705,0,,
exp2_plc_0_old_328840,41.105,0,,
exp2_plc_0_old_340760,42.595,0,,
exp2_plc_0_old_341400,42.675,0,,
exp2_plc_0_old_344280,43.035,0,,
exp2_plc_0_old_346840,43.355,0,,
exp2_plc_0_old_357320,44.665,0,,
exp2_plc_0_old_369880,46.235,0,,
exp2_plc_0_old_370520,46.315,0,,
exp2_plc_0_old_374200,46.775,0,,
exp2_plc_0_old_384360,48.045,0,,
exp2_plc_0_old_386360,48.295,1,,1
exp2_plc_0_old_398520,49.815,0,,
exp2_plc_0_old_400440,50.055,0,,
exp2_plc_0_old_402360,50.295,0,,
exp2_plc_0_old_405160,50.645,0,,
exp2_plc_0_old_408520,51.065,0,,
exp2_plc_0_old_410440,51.305,0,,
exp2_plc_0_old_412520,51.565,0,,
exp2_plc_0_old_414120,51.765,0,,
exp2_plc_0_old_415400,51.925,0,,
exp2_plc_0_old_416840,52.105,0,,
exp2_plc_0_old_428200,53.525,0,,
exp2_plc_0_old_428600,53.575,0,,
exp2_plc_0_old_429080,53.635,0,,
exp2_plc_0_old_429560,53.695,0,,
exp2_plc_0_old_430440,53.805,0,,
exp2_plc_0_old_444040,55.505,0,,
exp2_plc_0_old_450120,56.265,0,,
exp2_plc_0_old_457720,57.215,0,,
exp2_plc_0_old_467400,58.425,0,,
exp2_plc_0_old_471320,58.915,0,,
exp2_plc_0_old_487400,60.925,0,,
exp2_plc_0_old_500520,62.565,0,,
exp2_plc_0_old_512920,64.115,0,,
exp2_plc_0_old_519400,64.925,0,,
exp2_plc_0_old_519560,64.945,0,,
exp2_plc_0_old_528920,66.115,0,,
exp2_plc_0_old_535800,66.975,0,,
exp2_plc_0_old_536280,67.035,0,,
exp2_plc_0_old_545720,68.215,0,,
exp2_plc_0_old_553480,69.185,0,,
exp2_plc_0_old_561160,70.145,0,,
exp2_plc_0_old_562520,70.315,0,,
exp2_plc_0_old_566360,70.795,0,,
exp2_plc_0_old_580840,72.605,0,,
exp2_plc_0_old_596360,74.545,0,,
exp2_plc_0_old_598360,74.795,0,,
exp2_plc_0_old_600040,75.005,0,,
exp2_plc_0_old_603080,75.385,0,,
exp2_plc_0_old_608840,76.105,0,,
exp2_plc_0_old_611240,76.405,0,,
exp2_plc_0_old_613480,76.685,0,,
exp2_plc_0_old_613800,76.725,0,,
exp2_plc_0_old_624200,78.025,0,,
exp2_plc_0_old_624360,78.045,0,,
exp2_plc_0_old_638440,79.805,0,,
exp2_plc_0_old_644200,80.525,0,,
exp2_plc_0_old_651640,81.455,0,,
exp2_plc_0_old_660680,82.585,1,,1
exp2_plc_0_old_665560,83.195,0,,
exp2_plc_0_old_681960,85.245,0,,
exp2_plc_0_old_692840,86.605,0,,
exp2_plc_0_old_704600,88.075,0,,
exp2_plc_0_old_705240,88.155,0,,
exp2_plc_0_old_710680,88.835,0,,
exp2_plc_0_old_721320,90.165,0,,
exp2_plc_0_old_737560,92.195,0,,
exp2_plc_10_new_23000,2.875,0,,
exp2_plc_10_new_23480,2.935,0,,
exp2_plc_10_new_25560,3.195,0,,
exp2_plc_10_new_27240,3.405,0,,
exp2_plc_10_new_30440,3.805,0,,
exp2_plc_10_new_36680,4.585,0,,
exp2_plc_10_new_38920,4.865,0,,
exp2_plc_10_new_41160,5.145,0,,
exp2_plc_10_new_43960,5.495,0,,
exp2_plc_10_new_64440,8.055,0,,
exp2_plc_10_new_70040,8.755,0,,
exp2_plc_10_new_79320,9.915,0,,
exp2_plc_10_new_94440,11.805,0,,
exp2_plc_10_new_109880,13.735,0,,
exp2_plc_10_new_123160,15.395,0,,
exp2_plc_10_new_135000,16.875,0,,
exp2_plc_10_new_138360,17.295,0,,
exp2_plc_10_new_140920,17.615,0,,
exp2_plc_10_new_151720,18.965,0,,
exp2_plc_10_new_168440,21.055,0,,
exp2_plc_10_new_176200,22.025,0,,
exp2_plc_10_new_184120,23.015,0,,
exp2_plc_10_new_185320,23.165,0,,
exp2_plc_10_new_189080,23.635,0,,
exp2_plc_10_new_203880,25.485,0,,
exp2_plc_10_new_219080,27.385,0,,
exp2_plc_10_new_221080,27.635,0,,
exp2_plc_10_new_222920,27.865,0,,
exp2_plc_10_new_223240,27.905,0,,
exp2_plc_10_new_226120,28.265,0,,
exp2_plc_10_new_226360,28.295,0,,
exp2_plc_10_new_233800,29.225,0,,
exp2_plc_10_new_235880,29.485,0,,
exp2_plc_10_new_246120,30.765,0,,
exp2_plc_10_new_259800,32.475,0,,
exp2_plc_10_new_265560,33.195,0,,
exp2_plc_10_new_273160,34.145,0,,
exp2_plc_10_new_281720,35.215,0,,
exp2_plc_10_new_285880,35.735,0,,
exp2_plc_10_new_302120,37.765,0,,
exp2_plc_10_new_313480,39.185,0,,
exp2_plc_10_new_325480,40.685,0,,
exp2_plc_10_new_325720,40.715,0,,
exp2_plc_10_new_328600,41.075,0,,
exp2_plc_10_new_331320,41.415,0,,
exp2_plc_10_new_341480,42.685,0,,
exp2_plc_10_new_357560,44.695,0,,
exp2_plc_10_new_368360,46.045,0,,
exp2_plc_10_new_370360,46.295,1,,1
exp2_plc_10_new_385080,48.135,0,,
exp2_plc_10_new_387000,48.375,0,,
exp2_plc_10_new_389000,48.625,0,,
exp2_plc_10_new_392120,49.015,0,,
exp2_plc_10_new_395800,49.475,0,,
exp2_plc_10_new_397800,49.725,0,,
exp2_plc_10_new_400120,50.015,0,,
exp2_plc_10_new_402040,50.255,0,,
exp2_plc_10_new_402280,50.285,0,,
exp2_plc_10_new_405400,50.675,0,,
exp2_plc_10_new_418200,52.275,0,,
exp2_plc_10_new_431880,53.985,0,,
exp2_plc_10_new_437480,54.685,0,,
exp2_plc_10_new_445000,55.625,0,,
exp2_plc_10_new_462760,57.845,0,,
exp2_plc_10_new_486600,60.825,0,,
exp2_plc_10_new_499480,62.435,0,,
exp2_plc_10_new_499960,62.495,0,,
exp2_plc_10_new_500440,62.555,0,,
exp2_plc_10_new_500600,62.575,0,,
exp2_plc_10_new_514600,64.325,0,,
exp2_plc_10_new_516920,64.615,0,,
exp2_plc_10_new_526520,65.815,0,,
exp2_plc_10_new_538680,67.335,1,,1
exp2_plc_10_new_539160,67.395,1,,1
exp2_plc_10_new_539560,67.445,0,,
exp2_plc_10_new_543560,67.945,0,,
exp2_plc_10_new_551960,68.995,0,,
exp2_plc_10_new_559800,69.975,0,,
exp2_plc_10_new_561080,70.135,0,,
exp2_plc_10_new_564680,70.585,0,,
exp2_plc_10_new_565320,70.665,0,,
exp2_plc_10_new_565560,70.695,0,,
exp2_plc_10_new_579720,72.465,0,,
exp2_plc_10_new_596040,74.505,0,,
exp2_plc_10_new_602920,75.365,0,,
exp2_plc_10_new_606600,75.825,1,,1
exp2_plc_10_new_607000,75.875,1,,1
exp2_plc_10_new_612120,76.515,1,,1
exp2_plc_10_new_615320,76.915,0,,
exp2_plc_10_new_642440,80.305,0,,
exp2_plc_10_new_649720,81.215,0,,
exp2_plc_10_new_658440,82.305,0,,
exp2_plc_10_new_662680,82.835,0,,
exp2_plc_10_new_679800,84.975,0,,
exp2_plc_10_new_690440,86.305,0,,
exp2_plc_10_new_700120,87.515,1,,1
exp2_plc_10_new_709960,88.745,0,,
exp2_plc_10_new_735880,91.985,0,,
exp2_plc_10_new_736760,92.095,0,,
exp2_plc_10_new_736920,92.115,0,,
exp2_plc_10_new_737400,92.175,0,,
exp2_plc_10_new_737720,92.215,0,,
exp2_plc_10_new_737960,92.245,0,,
exp2_plc_10_new_741160,92.645,0,,
exp2_plc_10_new_743080,92.885,0,,
exp2_plc_10_new_744040,93.005,0,,
exp2_plc_10_new_748120,93.515,0,,
exp2_plc_10_new_756760,94.595,0,,
exp2_plc_10_old_920,0.115,0,,
exp2_plc_10_old_3080,0.385,0,,
exp2_plc_10_old_4840,0.605,0,,
exp2_plc_10_old_5080,0.635,0,,
exp2_plc_10_old_7800,0.975,0,,
exp2_plc_10_old_11480,1.435,0,,
exp2_plc_10_old_13480,1.685,0,,
exp2_plc_10_old_15560,1.945,0,,
exp2_plc_10_old_17480,2.185,0,,
exp2_plc_10_old_20120,2.515,0,,
exp2_plc_10_old_26840,3.355,0,,
exp2_plc_10_old_27160,3.395,0,,
exp2_plc_10_old_39960,4.995,0,,
exp2_plc_10_old_45720,5.715,0,,
exp2_plc_10_old_52040,6.505,1,,1
exp2_plc_10_old_59400,7.425,0,,
exp2_plc_10_old_59800,7.475,0,,
exp2_plc_10_old_60280,7.535,0,,
exp2_plc_10_old_61160,7.645,0,,
exp2_plc_10_old_74360,9.295,0,,
exp2_plc_10_old_84680,10.585,0,,
exp2_plc_10_old_89800,11.225,0,,
exp2_plc_10_old_103240,12.905,0,,
exp2_plc_10_old_115000,14.375,0,,
exp2_plc_10_old_115560,14.445,0,,
exp2_plc_10_old_118360,14.795,0,,
exp2_plc_10_old_120920,15.115,0,,
exp2_plc_10_old_131640,16.455,0,,
exp2_plc_10_old_146840,18.355,0,,
exp2_plc_10_old_154760,19.345,0,,
exp2_plc_10_old_163800,20.475,0,,
exp2_plc_10_old_167480,20.935,0,,
exp2_plc_10_old_182600,22.825,0,,
exp2_plc_10_old_197800,24.725,0,,
exp2_plc_10_old_201560,25.195,0,,
exp2_plc_10_old_204520,25.565,0,,
exp2_plc_10_old_207400,25.925,0,,
exp2_plc_10_old_207800,25.975,0,,
exp2_plc_10_old_212840,26.605,0,,
exp2_plc_10_old_215080,26.885,0,,
exp2_plc_10_old_225560,28.195,0,,
exp2_plc_10_old_225720,28.215,0,,
exp2_plc_10_old_239240,29.905,0,,
exp2_plc_10_old_244760,30.595,0,,
exp2_plc_10_old_252120,31.515,0,,
exp2_plc_10_old_260440,32.555,0,,
exp2_plc_10_old_264280,33.035,0,,
exp2_plc_10_old_280920,35.115,0,,
exp2_plc_10_old_291960,36.495,0,,
exp2_plc_10_old_303880,37.985,0,,
exp2_plc_10_old_304200,38.025,0,,
exp2_plc_10_old_304440,38.055,0,,
exp2_plc_10_old_307320,38.415,0,,
exp2_plc_10_old_310040,38.755,0,,
exp2_plc_10_old_320280,40.035,0,,
exp2_plc_10_old_332520,41.565,0,,
exp2_plc_10_old_336360,42.045,0,,
exp2_plc_10_old_347000,43.375,0,,
exp2_plc_10_old_349160,43.645,1,,1
exp2_plc_10_old_363880,45.485,0,,
exp2_plc_10_old_365880,45.735,0,,
exp2_plc_10_old_367880,45.985,0,,
exp2_plc_10_old_371080,46.385,0,,
exp2_plc_10_old_374680,46.835,0,,
exp2_plc_10_old_376760,47.095,0,,
exp2_plc_10_old_378920,47.365,0,,
exp2_plc_10_old_380840,47.605,0,,
exp2_plc_10_old_381160,47.645,0,,
exp2_plc_10_old_384200,48.025,1,,1
exp2_plc_10_old_385720,48.215,1,,1
exp2_plc_10_old_397560,49.695,0,,
exp2_plc_10_old_398040,49.755,0,,
exp2_plc_10_old_398440,49.805,0,,
exp2_plc_10_old_398920,49.865,0,,
exp2_plc_10_old_399400,49.925,0,,
exp2_plc_10_old_400040,50.005,0,,
exp2_plc_10_old_413640,51.705,0,,
exp2_plc_10_old_419000,52.375,0,,
exp2_plc_10_old_426520,53.315,0,,
exp2_plc_10_old_437800,54.725,0,,
exp2_plc_10_old_442040,55.255,0,,
exp2_plc_10_old_442520,55.315,0,,
exp2_plc_10_old_457720,57.215,1,,1
exp2_plc_10_old_462520,57.815,0,,
exp2_plc_10_old_475720,59.465,0,,
exp2_plc_10_old_476280,59.535,0,,
exp2_plc_10_old_488280,61.035,0,,
exp2_plc_10_old_490840,61.355,0,,
exp2_plc_10_old_493160,61.645,0,,
exp2_plc_10_old_502760,62.845,0,,
exp2_plc_10_old_514920,64.365,1,,1
exp2_plc_10_old_515400,64.425,1,,1
exp2_plc_10_old_519640,64.955,0,,
exp2_plc_10_old_527960,65.995,0,,
exp2_plc_10_old_535720,66.965,0,,
exp2_plc_10_old_537000,67.125,0,,
exp2_plc_10_old_540680,67.585,0,,
exp2_plc_10_old_555000,69.375,0,,
exp2_plc_10_old_570200,71.275,0,,
exp2_plc_10_old_572280,71.535,0,,
exp2_plc_10_old_574040,71.755,0,,
exp2_plc_10_old_577160,72.145,0,,
exp2_plc_10_old_584760,73.095,0,,
exp2_plc_10_old_586760,73.345,0,,
exp2_plc_10_old_586920,73.365,0,,
exp2_plc_10_old_597320,74.665,0,,
exp2_plc_10_old_597640,74.705,0,,
exp2_plc_10_old_611240,76.405,0,,
exp2_plc_10_old_616600,77.075,0,,
exp2_plc_10_old_624120,78.015,0,,
exp2_plc_10_old_632600,79.075,0,,
exp2_plc_10_old_636600,79.575,0,,
exp2_plc_10_old_653560,81.695,0,,
exp2_plc_10_old_664280,83.035,0,,
exp2_plc_10_old_676040,84.505,0,,
exp2_plc_10_old_679720,84.965,0,,
exp2_plc_10_old_682360,85.295,0,,
exp2_plc_10_old_693400,86.675,0,,
exp2_plc_10_old_711000,88.875,0,,
exp2_plc_10_old_721320,90.165,0,,
exp2_plc_10_old_724120,90.515,1,,1
exp2_plc_20_new_29080,3.635,0,,
exp2_plc_20_new_31320,3.915,0,,
exp2_plc_20_new_33080,4.135,0,,
exp2_plc_20_new_36120,4.515,0,,
exp2_plc_20_new_41880,5.235,0,,
exp2_plc_20_new_44040,5.505,0,,
exp2_plc_20_new_46040,5.755,0,,
exp2_plc_20_new_49000,6.125,0,,
exp2_plc_20_new_55400,6.925,0,,
exp2_plc_20_new_70440,8.805,0,,
exp2_plc_20_new_76280,9.535,0,,
exp2_plc_20_new_83640,10.455,0,,
exp2_plc_20_new_92600,11.575,0,,
exp2_plc_20_new_96520,12.065,0,,
exp2_plc_20_new_113880,14.235,0,,
exp2_plc_20_new_126040,15.755,0,,
exp2_plc_20_new_136760,17.095,0,,
exp2_plc_20_new_139880,17.485,0,,
exp2_plc_20_new_142120,17.765,0,,
exp2_plc_20_new_152600,19.075,0,,
exp2_plc_20_new_169400,21.175,0,,
exp2_plc_20_new_177880,22.235,0,,
exp2_plc_20_new_185960,23.245,0,,
exp2_plc_20_new_187080,23.385,0,,
exp2_plc_20_new_190920,23.865,0,,
exp2_plc_20_new_205480,25.685,0,,
exp2_plc_20_new_222920,27.865,0,,
exp2_plc_20_new_224760,28.095,0,,
exp2_plc_20_new_227960,28.495,0,,
exp2_plc_20_new_235800,29.475,0,,
exp2_plc_20_new_237640,29.705,0,,
exp2_plc_20_new_261640,32.705,0,,
exp2_plc_20_new_267080,33.385,0,,
exp2_plc_20_new_274760,34.345,0,,
exp2_plc_20_new_283160,35.395,0,,
exp2_plc_20_new_287400,35.925,0,,
exp2_plc_20_new_303720,37.965,0,,
exp2_plc_20_new_314600,39.325,0,,
exp2_plc_20_new_326360,40.795,0,,
exp2_plc_20_new_329960,41.245,0,,
exp2_plc_20_new_332440,41.555,0,,
exp2_plc_20_new_342920,42.865,0,,
exp2_plc_20_new_358440,44.805,0,,
exp2_plc_20_new_369480,46.185,0,,
exp2_plc_20_new_371640,46.455,1,,1
exp2_plc_20_new_386280,48.285,0,,
exp2_plc_20_new_388280,48.535,0,,
exp2_plc_20_new_390040,48.755,0,,
exp2_plc_20_new_393160,49.145,0,,
exp2_plc_20_new_393400,49.175,0,,
exp2_plc_20_new_398680,49.835,0,,
exp2_plc_20_new_398840,49.855,0,,
exp2_plc_20_new_401080,50.135,0,,
exp2_plc_20_new_407960,50.995,0,,
exp2_plc_20_new_413880,51.735,0,,
exp2_plc_20_new_420600,52.575,0,,
exp2_plc_20_new_421240,52.655,0,,
exp2_plc_20_new_435560,54.445,0,,
exp2_plc_20_new_441160,55.145,0,,
exp2_plc_20_new_448440,56.055,0,,
exp2_plc_20_new_457480,57.185,0,,
exp2_plc_20_new_461320,57.665,0,,
exp2_plc_20_new_461480,57.685,0,,
exp2_plc_20_new_477000,59.625,0,,
exp2_plc_20_new_489080,61.135,0,,
exp2_plc_20_new_504840,63.105,0,,
exp2_plc_20_new_507240,63.405,0,,
exp2_plc_20_new_517080,64.635,0,,
exp2_plc_20_new_533640,66.705,0,,
exp2_plc_20_new_541960,67.745,0,,
exp2_plc_20_new_550120,68.765,0,,
exp2_plc_20_new_551480,68.935,0,,
exp2_plc_20_new_555400,69.425,0,,
exp2_plc_20_new_570440,71.305,0,,
exp2_plc_20_new_586920,73.365,0,,
exp2_plc_20_new_588600,73.575,0,,
exp2_plc_20_new_590760,73.845,0,,
exp2_plc_20_new_593720,74.215,0,,
exp2_plc_20_new_593960,74.245,0,,
exp2_plc_20_new_599240,74.905,0,,
exp2_plc_20_new_601640,75.205,0,,
exp2_plc_20_new_603560,75.445,0,,
exp2_plc_20_new_603880,75.485,0,,
exp2_plc_20_new_614200,76.775,0,,
exp2_plc_20_new_627960,78.495,0,,
exp2_plc_20_new_633800,79.225,0,,
exp2_plc_20_new_641640,80.205,0,,
exp2_plc_20_new_650280,81.285,0,,
exp2_plc_20_new_654520,81.815,0,,
exp2_plc_20_new_671240,83.905,0,,
exp2_plc_20_new_682760,85.345,0,,
exp2_plc_20_new_694440,86.805,0,,
exp2_plc_20_new_700600,87.575,0,,
exp2_plc_20_new_710520,88.815,0,,
exp2_plc_20_new_722200,90.275,0,,
exp2_plc_20_new_725720,90.715,0,,
exp2_plc_20_new_733960,91.745,0,,
exp2_plc_20_new_736120,92.015,1,,1
exp2_plc_20_old_23000,2.875,0,,
exp2_plc_20_old_24840,3.105,0,,
